23299;B1;2.46
22110;B2;2.56
22114;B1;2.08
21056;B2;2.5
21059;B2;2.04
22593;B1;2.46
4016;B2;2.7
4899;B1;2.34
20518;B1;2.12
20951;B1;2.68
21064;B2;2.1
22573;B1;2.56
22035;B1;2.36
23438;B1;2.74
23338;B2;2.46
21456;B1;2.36
20900;B1;2.7
23406;B2;2.2
4342;B2;2.44
23336;B1;2.5
21191;B1;2.32
4309;B1;2.46
4047;B1;2.66
15537;B1;2.66
15601;B1;2.74
4086;B1;2.12
15535;B1;2.82
4112;B1;2.56
15534;B1;2.64
4121;B1;2.04
4122;B1;2.26
15602;B3;1.0;1.04
