4150;[02, 2, 12]
4178;[12, 1, 10]
21519;[12, 1, 10]
21503;[1, 12, 10]
21493;[02, 2, 12]
21496;[2, 12, 02]
21492;[12, 10, 1]
21497;[02, 2, 12]
21505;[12, 2, 02]
4046;[10, 12, 1]
4136;[1, 12, 10]
4198;[10, 02, 0]
4088;[02, 0, 10]
4138;[12, 10, 1]
4111;[10, 12, 1]
4896;[10, 12, 1]
25253;[12, 1, 10]
25240;[10, 1, 12]
4775;[10, 0, 02]
21509;[1, 12, 10]
21508;[2, 12, 02]
25255;[10, 0, 02]
4139;[10, 12, 1]
21965;[10, 1, 12]
21962;[1, 12, 10]
4551;[10, 02, 0]
21506;[02, 12, 2]
4079;[02, 2, 12]
22067;[12, 2, 02]
24560;[1, 10, 12]
24554;[10, 12, 1]
24557;[10, 1, 12]
24556;[12, 10, 1]
24559;[02, 2, 12]
24555;[12, 1, 10]
4546;[12, 2, 02]
