4571;[12, 10, 1]
4564;[12, 1, 10]
4566;[12, 10, 1]
4553;[12, 1, 10]
4516;[10, 12, 1]
4547;[02, 2, 12]
4544;[10, 12, 1]
4473;[12, 2, 02]
4400;[12, 1, 10]
4380;[02, 2, 12]
4370;[1, 10, 12]
4402;[12, 2, 02]
4317;[12, 1, 10]
4315;[12, 1, 10]
4311;[12, 10, 1]
4293;[10, 1, 12]
4245;[12, 1, 10]
4265;[2, 12, 02]
4237;[02, 2, 12]
4682;[1, 10, 12]
4690;[12, 2, 02]
4226;[12, 2, 02]
4723;[12, 10, 1]
4698;[02, 12, 2]
4676;[12, 10, 1]
4334;[10, 1, 12]
4333;[10, 12, 1]
4331;[02, 2, 12]
4330;[12, 1, 10]
4327;[02, 2, 12]
4324;[02, 10, 0]
23436;[12, 1, 10]
23439;[12, 02, 2]
21106;[12, 1, 10]
21101;[2, 12, 02]
21102;[12, 10, 1]
21093;[12, 1, 10]
21115;[1, 10, 12]
22030;[10, 1, 12]
22032;[12, 1, 10]
22000;[12, 10, 1]
21455;[10, 12, 1]
21461;[02, 0, 10]
21468;[2, 12, 02]
21469;[0, 02, 10]
21466;[12, 2, 02]
21470;[02, 12, 2]
20934;[10, 1, 12]
20948;[2, 12, 02]
20938;[10, 12, 1]
21075;[12, 10, 1]
20937;[12, 2, 02]
22554;[12, 10, 1]
23335;[02, 2, 12]
23337;[1, 12, 10]
23340;[12, 2, 02]
12765;[02, 12, 2]
23464;[2, 12, 02]
23473;[12, 10, 1]
23465;[1, 10, 12]
23472;[10, 1, 12]
23458;[10, 12, 1]
23467;[02, 2, 12]
23459;[12, 2, 02]
23451;[1, 10, 12]
22575;[12, 2, 02]
4096;[1, 10, 12]
4023;[02, 12, 2]
21117;[12, 10, 1]
4549;[02, 10, 0]
4103;[12, 1, 10]
20981;[2, 12, 02]
20967;[12, 2, 02]
20976;[12, 2, 02]
23111;[02, 12, 2]
20943;[10, 1, 12]
20942;[1, 12, 10]
23400;[12, 10, 1]
23402;[10, 0, 02]
21170;[1, 12, 10]
4697;[1, 10, 12]
21498;[10, 1, 12]
22108;[12, 10, 1]
22105;[02, 2, 12]
22109;[02, 2, 12]
23280;[10, 1, 12]
22118;[12, 10, 1]
22117;[02, 2, 12]
22123;[02, 12, 2]
4696;[02, 12, 2]
4681;[1, 12, 10]
4674;[10, 1, 12]
4689;[12, 10, 1]
4688;[1, 12, 10]
4675;[12, 1, 10]
4673;[10, 12, 1]
4669;[2, 12, 02]
4618;[02, 0, 10]
4666;[10, 1, 12]
4600;[1, 12, 10]
4619;[2, 12, 02]
4617;[10, 1, 12]
4610;[12, 1, 10]
4661;[12, 10, 1]
4611;[1, 12, 10]
4594;[12, 2, 02]
4640;[1, 10, 12]
15531;[2, 02, 12]
15530;[12, 1, 10]
4335;[12, 2, 02]
4336;[10, 12, 1]
22031;[1, 12, 10]
